StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,AWNA,PLNA,PLA,AWA,QTime_First Click,QTime_Last Click,QTime_Page Submit,QTime_Click Count,Age,School,Employment,HHI,Industry,Sex,per_week,time_spent,lifestyle,attention,country,statement,lose,win_work,win_invest,confirm
2019-03-15 13:47:23,2019-03-15 13:50:54,IP Address,68.207.242.202,100,210,True,2019-03-15 13:50:54,R_12sz0CIQrM1TKFu,,,,,27.8170013427734375,-82.62640380859375,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",33.937,33.937,36.796,1,45 - 54,Some college but no degree,Full-time employed,"$40,000 - $49,999",Sales and office,Female,2-3 times a week,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,7322
2019-03-15 13:51:26,2019-03-15 13:53:12,IP Address,171.49.195.248,100,105,True,2019-03-15 13:53:13,R_2Slcp5vWKplmLaU,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,3.091,3.091,6.682,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999",Government,Female,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,India,,Select here to acknowledge your understanding,,,1854
2019-03-15 13:56:41,2019-03-15 13:58:55,IP Address,45.49.16.210,100,133,True,2019-03-15 13:58:56,R_6o2EsJe4JZTfDWx,,,,,34.1060028076171875,-118.3607025146484375,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,6.511,34.897,36.461,3,25 - 34,Associate or Technical degree in college (2-year),Full-time employed,"$40,000 - $49,999",Sales and office,Male,4-6 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,7752
2019-03-15 14:01:16,2019-03-15 14:03:09,IP Address,68.227.12.219,100,113,True,2019-03-15 14:03:10,R_27TIW1mf0faw1bU,,,,,36.013397216796875,-115.20770263671875,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",20.054,20.054,21.529,1,45 - 54,Master's degree,Full-time employed,"$30,000 - $39,999",Other,Female,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,7686
2019-03-15 14:02:02,2019-03-15 14:06:51,IP Address,96.230.107.87,100,289,True,2019-03-15 14:06:52,R_W0XWK0sIPeAurvz,,,,,42.151397705078125,-71.42169952392578125,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,34.034,34.034,36.082,1,45 - 54,Associate or Technical degree in college (2-year),Part-time employed,"$90,000 - $99,999",Sales and office,Female,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,,Select here to acknowledge your understanding,,6466
2019-03-15 14:05:45,2019-03-15 14:07:19,IP Address,67.245.12.9,100,94,True,2019-03-15 14:07:21,R_6KDybeQMgb4ORWN,,,,,40.664306640625,-73.9763031005859375,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,0,0,10.735,0,45 - 54,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999",Other,Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,6771
2019-03-15 14:01:29,2019-03-15 14:12:01,IP Address,103.242.199.163,100,632,True,2019-03-15 14:12:03,R_3j1FB8Y6OJHGYt9,,,,,22.5720062255859375,88.36700439453125,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,45.116,54.596,76.59,2,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999","Production, transportation, and material moving",Male,Daily,More than 7 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,India,,Select here to acknowledge your understanding,,,4024
2019-03-15 14:24:51,2019-03-15 14:25:58,IP Address,71.209.153.149,100,66,True,2019-03-15 14:26:00,R_QhQkYpQCZOcnpRv,,,,,33.6262054443359375,-112.0074005126953125,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,4.253,4.253,9.401,1,35 - 44,Bachelor's degree in college (4-year),Part-time employed,"$10,000 - $19,999","Production, transportation, and material moving",Male,Daily,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,4244
2019-03-15 14:28:16,2019-03-15 14:29:19,IP Address,99.135.146.79,100,62,True,2019-03-15 14:29:22,R_scjqOpAf23DiHlv,,,,,41.7920074462890625,-88.1660003662109375,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,0,0,11.515,0,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$30,000 - $39,999","Construction, extraction, and maintenance",Male,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,2675
2019-03-15 14:27:02,2019-03-15 14:29:22,IP Address,70.181.35.220,100,140,True,2019-03-15 14:29:24,R_1K9hR7TAuPfDhey,,,,,41.702606201171875,-71.447601318359375,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,18.607,18.618,19.601,2,55 - 64,High school graduate (high school diploma or equivalent including GED),Not Working (disabled),"$30,000 - $39,999",Unemployed,Female,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,6083
2019-03-15 14:42:26,2019-03-15 14:44:00,IP Address,97.113.222.142,100,93,True,2019-03-15 14:44:00,R_29hwYKO5lFUPOMt,,,,,47.536407470703125,-122.2779998779296875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,8.565,8.565,10.342,1,35 - 44,Some college but no degree,Part-time looking for full-time,"$10,000 - $19,999",Sales and office,Female,Daily,1 - 2 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,6192
2019-03-15 13:33:49,2019-03-15 15:55:59,IP Address,24.6.175.172,100,8530,True,2019-03-15 15:56:00,R_1DqdDc224SeXQcu,,,,,37.3303985595703125,-121.7913055419921875,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,5.688,5.688,6.102,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"More than $150,000","Management, professional, and related",Male,Daily,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,8342
2019-03-15 15:56:19,2019-03-15 15:57:19,IP Address,67.11.212.123,100,60,True,2019-03-15 15:57:19,R_12RyXNrIdRqBwf5,,,,,29.5825958251953125,-98.4091033935546875,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,11.898,11.898,12.873,1,25 - 34,Master's degree,Full-time employed,"$100,000 - $149,999","Management, professional, and related",Male,4-6 times a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,3483
2019-03-15 15:56:15,2019-03-15 15:57:19,IP Address,66.169.55.216,100,63,True,2019-03-15 15:57:21,R_3KTUa6deJAsmWrL,,,,,34.9839019775390625,-81.831298828125,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,3.192,12.578,13.301,7,25 - 34,Master's degree,Part-time employed,"$20,000 - $29,999",Sales and office,Female,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,2954
2019-03-15 15:56:11,2019-03-15 15:57:20,IP Address,122.164.215.239,100,68,True,2019-03-15 15:57:21,R_3gRAadgOLK6huyu,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,4.114,4.114,15.121,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$70,000 - $79,999","Construction, extraction, and maintenance",Male,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,3662
2019-03-15 15:55:53,2019-03-15 15:57:20,IP Address,99.203.94.28,100,87,True,2019-03-15 15:57:22,R_1CdTYbqCNYuE4Su,,,,,25.8119049072265625,-80.2317962646484375,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",10.309,10.309,16.04,1,35 - 44,Bachelor's degree in college (4-year),Not working and not seeking employment,"More than $150,000",Unemployed,Female,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,2915
2019-03-15 15:55:47,2019-03-15 15:57:23,IP Address,174.60.220.122,100,95,True,2019-03-15 15:57:24,R_8v3FnGMiECaCqSR,,,,,40.0045928955078125,-76.59470367431640625,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,14.925,14.925,18.617,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999",Service,Female,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,9361
2019-03-15 15:56:04,2019-03-15 15:58:03,IP Address,73.48.80.170,100,119,True,2019-03-15 15:58:08,R_3JEtIA608VX22bK,,,,,30.4907989501953125,-84.31580352783203125,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,30.237,30.237,32.472,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999","Management, professional, and related",Male,Daily,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,9359
2019-03-15 15:56:48,2019-03-15 15:58:07,IP Address,181.54.99.206,100,79,True,2019-03-15 15:58:09,R_3lsJ3K5yaHGawvw,,,,,3.4384002685546875,-76.52320098876953125,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,13.175,13.175,15.526,1,25 - 34,Some college but no degree,Full-time employed,"$30,000 - $39,999",Other,Male,4-6 times a week,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,6951
2019-03-15 15:57:10,2019-03-15 15:58:07,IP Address,24.13.174.184,100,57,True,2019-03-15 15:58:09,R_1DT5838PcnZm8vf,,,,,41.891998291015625,-87.6416015625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,1.468,9.9,13.084,5,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$40,000 - $49,999",Sales and office,Female,4-6 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,1341
2019-03-15 15:56:38,2019-03-15 15:58:32,IP Address,24.225.114.170,100,113,True,2019-03-15 15:58:34,R_3R7NodHYEWGen7f,,,,,48.704803466796875,-95.750396728515625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,29.323,29.323,31.665,1,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$30,000 - $39,999","Production, transportation, and material moving",Male,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,3062
2019-03-15 15:55:54,2019-03-15 15:58:42,IP Address,70.118.246.32,100,168,True,2019-03-15 15:58:44,R_2S1OpaIDTkH98OK,,,,,39.0352935791015625,-94.46360015869140625,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",39.601,39.601,40.823,1,45 - 54,Bachelor's degree in college (4-year),Not working and not seeking employment,"$20,000 - $29,999",Unemployed,Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,,,Select here to acknowledge your understanding,1533
2019-03-15 15:55:52,2019-03-15 15:58:43,IP Address,74.243.143.248,100,171,True,2019-03-15 15:58:44,R_RnbnKkS4996TMfT,,,,,36.34320068359375,-79.6641998291015625,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,54.388,54.388,55.357,1,55 - 64,Associate or Technical degree in college (2-year),Full-time employed,"$10,000 - $19,999","Management, professional, and related",Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,9031
2019-03-15 15:57:23,2019-03-15 15:59:03,IP Address,24.38.198.65,100,100,True,2019-03-15 15:59:04,R_UXDYwEjdWuyVbDH,,,,,41.0381011962890625,-73.85970306396484375,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,18.797,18.797,22.019,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999","Management, professional, and related",Male,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,4087
2019-03-15 15:56:42,2019-03-15 15:59:05,IP Address,24.171.75.95,100,143,True,2019-03-15 15:59:07,R_12RO6NYE9lVQIx9,,,,,38.3170013427734375,-88.91049957275390625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,31.174,31.174,32.128,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$70,000 - $79,999","Production, transportation, and material moving",Male,Daily,More than 7 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,4480
2019-03-15 15:56:23,2019-03-15 15:59:13,IP Address,24.240.61.154,100,169,True,2019-03-15 15:59:14,R_1N98hcmOUQdbPwu,,,,,42.735504150390625,-89.040496826171875,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,16.633,16.633,20.907,1,35 - 44,Master's degree,Full-time employed,"$100,000 - $149,999","Management, professional, and related",Female,4-6 times a week,30 - 60 minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,1403
